steamID/appID,steamid,appid,playtime_forever,genres
76561198008911412/360430,2,360430,2324,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198008911412/47780,2,47780,0,"['Action', 'Single-player', 'Multi-player', 'Partial Controller Support']"
76561198008911412/365720,2,365720,0,"['RPG', 'Single-player', 'Partial Controller Support']"
76561198008911412/329050,2,329050,0,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198008911412/370240,2,370240,0,"['Sports', 'Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561198008911412/385710,2,385710,0,"['Action', 'Adventure', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561198008911412/400170,2,400170,0,"['Action', 'Adventure', 'Indie', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561198008911412/234140,2,234140,4119,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198008911412/437900,2,437900,33,"['Casual', 'Free to Play', 'Indie', 'Sports', 'Shared/Split Screen', 'Full controller support']"
76561198008911412/440090,2,440090,1,"['Action', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']"
76561198008911412/394230,2,394230,0,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561198008911412/457600,2,457600,1728,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats']"
76561198008911412/50130,2,50130,961,"['Action', 'Single-player', 'Steam Achievements', 'Partial Controller Support']"
76561198008911412/489830,2,489830,0,"['RPG', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
76561197969407094/10,3,10,47956,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/20,3,20,31,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/30,3,30,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/40,3,40,0,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/50,3,50,256,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/60,3,60,8,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/70,3,70,966,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/130,3,130,0,"['Action', 'Single-player']"
76561197969407094/80,3,80,1370,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/100,3,100,191,"['Action', 'Single-player', 'Multi-player', 'Valve Anti-Cheat enabled']"
76561197969407094/4000,3,4000,738,"['Indie', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Includes level editor']"
76561197969407094/320,3,320,172,"['Action', 'Multi-player', 'Valve Anti-Cheat enabled', 'Includes Source SDK']"
76561197969407094/340,3,340,76,"['Action', 'Single-player', 'Commentary available']"
76561197969407094/220,3,220,486,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK']"
76561197969407094/12210,3,12210,3421,
76561197969407094/19980,3,19980,820,"['Action', 'Adventure', 'Single-player']"
76561197969407094/17470,3,17470,0,"['Action', 'Single-player', 'Full controller support']"
76561197969407094/24740,3,24740,20,"['Racing', 'Single-player', 'Multi-player']"
76561197969407094/10660,3,10660,0,
76561197969407094/21680,3,21680,0,"['Action', 'Single-player', 'Shared/Split Screen', 'Partial Controller Support']"
76561197969407094/24800,3,24800,0,"['Strategy', 'Single-player']"
76561197969407094/8190,3,8190,57,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197969407094/43110,3,43110,0,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197969407094/400,3,400,412,"['Action', 'Single-player', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Includes level editor', 'Includes Source SDK', 'Commentary available']"
76561197969407094/28000,3,28000,93,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Leaderboards']"
76561197969407094/17410,3,17410,378,"['Action', 'Adventure', 'Single-player', 'Full controller support', 'Partial Controller Support']"
76561197969407094/21970,3,21970,0,
76561197969407094/43000,3,43000,0,"['Action', 'Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']"
76561197969407094/7520,3,7520,0,"['RPG', 'Single-player', 'Multi-player', 'Full controller support', 'Steam Trading Cards']"
76561197969407094/31280,3,31280,376,"['Casual', 'Sports', 'Single-player', 'Steam Achievements']"
76561197969407094/40800,3,40800,627,"['Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
76561197969407094/22350,3,22350,89,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/620,3,620,92,"['Action', 'Adventure', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']"
76561197969407094/104700,3,104700,864,"['Free to Play', 'Action', 'Strategy', 'Indie', 'Sports', 'Multi-player', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
76561197969407094/91200,3,91200,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/7760,3,7760,0,"['Strategy', 'Single-player']"
76561197969407094/28050,3,28050,0,
76561197969407094/1200,3,1200,0,"['Action', 'Multi-player', 'Steam Achievements', 'Valve Anti-Cheat enabled']"
76561197969407094/1230,3,1230,0,"['Action', 'Multi-player', 'Mods', 'Steam Achievements']"
76561197969407094/1280,3,1280,0,"['Action', 'Simulation', 'Multi-player', 'Mods', 'Partial Controller Support', 'Includes level editor']"
76561197969407094/102600,3,102600,0,"['Action', 'Indie', 'Strategy', 'Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
76561197969407094/102840,3,102840,643,"['Action', 'Adventure', 'Indie', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/41000,3,41000,425,"['Action', 'Indie', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/3830,3,3830,0,"['Action', 'Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
76561197969407094/205790,3,205790,0,
76561197969407094/240,3,240,221,"['Action', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK']"
76561197969407094/67370,3,67370,1335,"['Action', 'Single-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support']"
76561197969407094/58610,3,58610,0,"['Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Valve Anti-Cheat enabled']"
76561197969407094/201700,3,201700,0,"['Action', 'Racing', 'Sports', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
76561197969407094/207610,3,207610,1384,"['Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
76561197969407094/7670,3,7670,0,"['Action', 'RPG', 'Single-player', 'Partial Controller Support']"
76561197969407094/409710,3,409710,0,"['Action', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Commentary available']"
76561197969407094/108800,3,108800,0,"['Action', 'Single-player', 'Partial Controller Support']"
76561197969407094/12750,3,12750,0,
76561197969407094/108710,3,108710,486,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/202750,3,202750,0,"['Action', 'Adventure', 'Single-player', 'Full controller support']"
76561197969407094/201790,3,201790,1071,"['Action', 'Indie', 'Strategy', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/730,3,730,10376,"['Action', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'In-App Purchases', 'Valve Anti-Cheat enabled', 'Stats']"
76561197969407094/219740,3,219740,2471,"['Adventure', 'Indie', 'Simulation', 'Single-player', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
76561197969407094/322330,3,322330,2384,"['Adventure', 'Indie', 'Simulation', 'Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop']"
76561197969407094/214870,3,214870,427,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']"
76561197969407094/57690,3,57690,0,"['Simulation', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561197969407094/42910,3,42910,944,"['Action', 'RPG', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
76561197969407094/220440,3,220440,472,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/224540,3,224540,499,"['Action', 'Indie', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']"
76561197969407094/203160,3,203160,1428,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/8870,3,8870,955,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/230410,3,230410,2086,"['Action', 'Free to Play', 'Single-player', 'Multi-player', 'Co-op', 'Steam Trading Cards', 'In-App Purchases', 'Partial Controller Support']"
76561197969407094/202090,3,202090,135,
76561197969407094/231430,3,231430,0,"['Strategy', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Stats']"
76561197969407094/21690,3,21690,0,"['Action', 'Adventure', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/58550,3,58550,0,"['Strategy', 'Single-player', 'Multi-player', 'Steam Achievements', 'Steam Leaderboards']"
76561197969407094/223450,3,223450,34,"['Action', 'Indie', 'Racing', 'Single-player', 'Full controller support']"
76561197969407094/222480,3,222480,0,"['Action', 'Adventure', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Valve Anti-Cheat enabled']"
76561197969407094/65930,3,65930,0,"['Action', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/228300,3,228300,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/31100,3,31100,0,"['Adventure', 'Single-player']"
76561197969407094/31110,3,31110,0,"['Adventure', 'Single-player']"
76561197969407094/31120,3,31120,0,"['Adventure', 'Single-player']"
76561197969407094/31130,3,31130,0,"['Adventure', 'Single-player']"
76561197969407094/31220,3,31220,0,
76561197969407094/31230,3,31230,0,
76561197969407094/31240,3,31240,0,
76561197969407094/31250,3,31250,0,
76561197969407094/31260,3,31260,0,
76561197969407094/31270,3,31270,14,"['Adventure', 'Casual', 'Single-player']"
76561197969407094/31290,3,31290,0,"['Adventure', 'Single-player']"
76561197969407094/94500,3,94500,0,
76561197969407094/94510,3,94510,0,
76561197969407094/94520,3,94520,0,
76561197969407094/94530,3,94530,0,
76561197969407094/94590,3,94590,0,"['Adventure', 'Casual', 'Single-player', 'Steam Achievements']"
76561197969407094/94600,3,94600,0,
76561197969407094/94610,3,94610,0,"['Adventure', 'Casual', 'Single-player']"
76561197969407094/94620,3,94620,0,"['Adventure', 'Casual', 'Single-player']"
76561197969407094/237110,3,237110,259,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/244850,3,244850,0,"['Action', 'Indie', 'Simulation', 'Strategy', 'Early Access', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']"
76561197969407094/91310,3,91310,0,
76561197969407094/234390,3,234390,0,"['Action', 'Indie', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/47790,3,47790,0,"['Action', 'Single-player', 'Multi-player']"
76561197969407094/47830,3,47830,67,"['Action', 'Single-player', 'Multi-player']"
76561197969407094/226720,3,226720,0,"['Action', 'Single-player', 'Multi-player', 'Full controller support', 'Steam Trading Cards', 'Captions available']"
76561197969407094/252490,3,252490,19,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Early Access', 'Multi-player', 'MMO', 'Cross-Platform Multiplayer', 'Valve Anti-Cheat enabled']"
76561197969407094/254000,3,254000,0,
76561197969407094/49520,3,49520,560,"['Action', 'RPG', 'Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
76561197969407094/258200,3,258200,0,"['Indie', 'RPG', 'Strategy', 'Single-player', 'Steam Trading Cards']"
76561197969407094/244930,3,244930,30,"['Free to Play', 'Indie', 'Simulation', 'Sports', 'Early Access', 'Single-player', 'Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'VR Support', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/550,3,550,1504,"['Action', 'Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats', 'Includes Source SDK', 'Commentary available']"
76561197969407094/223530,3,223530,0,
76561197969407094/271290,3,271290,0,"['Action', 'Free to Play', 'Early Access', 'Multi-player', 'Co-op', 'Steam Trading Cards']"
76561197969407094/273110,3,273110,45,"['Action', 'Casual', 'Free to Play', 'Massively Multiplayer', 'Single-player', 'Multi-player', 'MMO', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'In-App Purchases']"
76561197969407094/275390,3,275390,1788,"['Action', 'Adventure', 'Indie', 'Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/213670,3,213670,1019,"['Action', 'Adventure', 'RPG', 'Single-player', 'Steam Achievements', 'Full controller support']"
76561197969407094/235210,3,235210,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/254700,3,254700,0,"['Action', 'Adventure', 'Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']"
76561197969407094/35450,3,35450,0,"['Action', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']"
